Module Name,Test Case Name
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectClientInTheSearchFilterEnterValidClientName
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectEmailInSearchFilterEnterValidEmailWithSpaceBeforeTheTextInTheTextboxShouldBeEntered
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithExtraSpace
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectNameInTheSearchFilterEnterValidFirstnameLastnameCombinationWithOutSpace
/Real Appeal/HFOps/Member,RA_HFOPS_Member_SelectOnboardingStatusInSearchFilterOfIEnterSpacesBeforeTheTextInTheTextbox
/Real Appeal/HFOps/Member,RA_HFOPS_Member_Sorting
/Real Appeal/HFOps/Member,RA_HFOPS_Member_UncheckPhoneMobileAndEmailVerifyFillatleastOneFormOfContactIsRequiredErrorMessage
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ValidateDOBWithMinAndMaximumYears
/Real Appeal/HFOps/Member,RA_HFOPS_Member_ValidateMaxMailCharactersInEmailTextbox
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerificationAndValidationForFirstnameAndLastnameOnMemberProfile
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyClickOnClassroomLinkOnMemberstabIsNavigatedToClassestab
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyClientHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyCoachHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyColumnHeadersSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyEmailHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyErrorMessageByGivingValidAndInvalidMemberID
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyMemberIDHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyMemberInactiveStatusByChangingAccountStatusHeaderDescendingToAscendingOrder
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyOnboardingStatusHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/Member,RA_HFOPS_Member_VerifyProgramHeaderSortingByAscendingtoDescendingAndDescendingtoAscending
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_ChangeProgramClassification
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_MemberProfileNotes&Communication
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_PAMemberList
/Real Appeal/HFOps/ProgramClosure,RA_HFOPS_ProgramClosure_PAUpdateMemberProfile
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_ProgramsDisplayBasedOnTheApproval
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionActivityAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionContractAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionGuideAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionQuizAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionScriptAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionSnapShotAssertDetails
/Real Appeal/HFOps/Programs,RA_HFOPS_Programs_SessionVideoFunctionality
/Real Appeal/HFOps/Provider,RA_HFOPS_Provider_Sorting
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInAllSessionsTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInApprovalTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInGeneralSubtab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ContentToBeCoveredInLanguageTab
/Real Appeal/HFOps/Provider Profile,RA_HFOps_ProviderProfile_ProfilePictureIsDisplayedInGeneralTab
/Real Appeal/Claims/Part1/Member_Did_Not_Qualify,Claims_RA_PD_BMember_Enrollment _Member_Did_Not_Qualify_Part1
/Real Appeal/Claims/Part1/Member_Did_Not_Qualify,Claims_RA_PD_Customization_Session_Member_Did_Not_Qualify_Part2
/Real Appeal/Claims/Part1/Member_Opts_Out_Of_Pgm,Claims_RA_PD_BMember_Enrollment _Member_Opts_Out_Of_Pgm_Part1
/Real Appeal/Claims/Part1/Member_Opts_Out_Of_Pgm,Claims_RA_PD_Customization_Session_Member_Opts_Out_Of_Pgm_Part2
/Real Appeal/Claims/Part1/BeFit_Negative,Claims_RA_PD_BMember_Enrollment_BeFit_Negative_Scenario_Part1
/Real Appeal/Claims/Part1/BeFit_Negative,Claims_RA_PD_Customization_Session_BeFit_Negative_Scenario_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_Member_Did_Not_Qualify_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_BeFit_Negative_Scenario_Part3
/Real Appeal/Claims/Part2,Claims_AttendedGroup_BeFit_Both_Active_By_Attendance_And_Weight_loss_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Member_Not_Weight_Loss_Achievements_Validation_Part2
/Real Appeal/Claims/Part2,Claims_AttendedGroup_Missed1on1Sessoin_Validation_Part2
/Real Appeal/Claims/Part2,Claims_GroupAnd1on1Session_Attended_Validation_Part2
/Real Appeal/Claims/Part2,Claims_MissedGroup_Attended1on1Sessoin_No_Overlap_MemberAndCoach_Validation_Part2
/Real Appeal/Claims/Part2,Claims_RA_PD_Claims_Validation_BMI_Out_Of_Range_Part3
